timesteps,episode_reward,episode_length
218336,-12.969372,300
218400,-27.172563,300
218400,-50.925199,300
219152,-33.864114,300
219176,-33.312636,300
219640,-41.743993,300
219944,-21.420343,300
220376,-34.353542,300
220736,-46.657988,300
220800,-65.108025,300
220800,-19.938137,300
221552,-21.794397,300
221576,-56.125256,300
222040,-24.074089,300
222344,-34.032003,300
222776,-12.383419,300
223136,-18.300856,300
223200,-21.10593,300
223200,-24.776292,300
223952,-27.788813,300
223976,-28.575025,300
224440,-50.927227,300
224744,-43.072658,300
225176,-47.845791,300
225536,-36.275614,300
225600,-21.763006,300
225600,-35.65372,300
226352,-27.228263,300
226376,-19.818692,300
226840,-10.806826,300
227144,-21.117136,300
227576,-26.500612,300
227936,-46.625988,300
228000,-10.370756,300
228000,-29.982337,300
228752,-20.301559,300
228776,-36.741151,300
229240,-16.440246,300
229544,-31.147825,300
229976,-51.922931,300
230336,-15.118017,300
230400,-24.249587,300
230400,-18.959443,300
231152,-18.832486,300
231176,-56.380318,300
231640,-44.947861,300
231944,-22.417878,300
232376,-41.288787,300
232736,-27.644561,300
232800,-58.521229,300
232800,-23.513349,300
233552,-32.166266,300
233576,-16.872294,300
234040,-17.078667,300
234344,-16.427413,300
234776,-26.909028,300
235136,-40.953504,300
235200,-39.026752,300
235200,-30.231329,300
235952,-20.828572,300
235976,-14.056184,300
236440,-45.774429,300
236744,-14.560253,300
237176,-33.732382,300
237536,-14.075864,300
237600,-15.115918,300
237600,-46.530674,300
237848,-6.994039,84
238352,-41.338027,300
238376,-34.492025,300
238840,-43.227682,300
239144,-43.936929,300
239472,-16.051762,203
239936,-8.808104,300
240000,-31.783257,300
240000,-13.739825,300
240752,-44.858518,300
240776,-26.491362,300
241240,-34.407114,300
241544,-17.69547,300
241872,-34.114435,300
242336,-25.870655,300
242400,-28.750019,300
242400,-44.627146,300
243152,-12.240868,300
243176,-43.321146,300
243640,-23.392172,300
243944,-49.233915,300
244272,-10.598147,300
244736,-25.652933,300
244800,-16.711398,300
244800,-17.520347,300
245552,-41.652974,300
245576,-19.914071,300
246040,-14.542764,300
246344,-29.585314,300
246672,-7.865433,300
247136,-50.911555,300
247200,-5.464059,300
247200,-43.646909,300
247952,-30.235054,300
247976,-23.030674,300
248440,-16.404109,300
248744,-16.172991,300
249072,-30.416152,300
249536,-37.216002,300
249600,-27.153874,300
249600,-43.181487,300
250352,-33.835848,300
250376,-30.594968,300
250840,-13.738849,300
251144,-25.554165,300
251472,-47.090832,300
251936,-37.330406,300
252000,-16.429782,300
252000,-15.984541,300
252752,-23.345535,300
252776,-40.828846,300
253240,-10.123476,300
253544,-14.803557,300
253872,-22.622585,300
254336,-16.924435,300
254400,-41.772855,300
254400,-32.61025,300
255152,-40.666731,300
255176,-13.029793,300
255640,-16.051242,300
255944,-19.666642,300
256272,-20.124913,300
256736,-19.305762,300
256800,-22.260206,300
256800,-14.411991,300
257552,-14.001624,300
257576,-32.123714,300
258040,-18.741551,300
258344,-31.364618,300
258672,-26.342956,300
259136,-32.278057,300
259200,-23.981897,300
259200,-8.951377,300
259952,-47.011104,300
259976,-33.262481,300
260440,-43.022939,300
260744,-16.893132,300
261072,-42.578735,300
261536,-21.622543,300
261600,-18.253997,300
261600,-18.802242,300
262352,-32.780918,300
262360,-17.817209,240
262376,-27.959906,300
262808,-6.860994,151
263144,-39.134441,300
263472,-16.227043,300
263936,-11.247495,300
264000,-18.78457,300
264752,-19.963378,300
264760,-23.815196,300
264776,-15.619383,300
265208,-39.812717,300
265544,-15.017516,300
265872,-11.528812,300
266336,-19.360631,300
266400,-18.729308,300
267152,-25.156071,300
267160,-12.082825,300
267176,-17.518056,300
267448,-0.162227,37
267608,-43.853747,300
267944,-22.082727,300
268000,-11.881171,103
268272,-34.798598,300
268736,-6.534404,300
268800,-21.976377,300
269560,-29.72937,300
269848,-16.18583,300
270008,-15.122133,300
270344,-7.012208,300
270400,-14.993685,300
270672,-32.627712,300
271136,-14.196344,300
271200,-32.392569,300
271960,-20.336195,300
272248,-25.765965,300
272408,-45.84673,300
272744,-17.75287,300
272800,-30.983206,300
273072,-38.270322,300
273536,-23.686073,300
273600,-10.109243,300
274360,-10.463264,300
274648,-14.538814,300
274808,-16.998853,300
275144,-50.838794,300
275200,-11.309476,300
275472,-41.690275,300
275936,-47.013614,300
276000,-30.29555,300
276760,-8.926816,300
277048,-18.765069,300
277208,-39.778858,300
277352,-10.323677,74
277544,-43.09495,300
277600,-47.054683,300
277872,-24.269934,300
278336,-28.614424,300
278400,-44.507806,300
279448,-19.062705,300
279608,-36.339691,300
279752,-15.801782,300
279944,-13.147823,300
280000,-19.042531,300
280272,-19.322171,300
280360,-11.131896,114
280736,-13.229436,300
280800,-12.167239,300
282008,-34.439857,300
282152,-36.210826,300
282344,-7.9305,300
282400,-36.335338,300
282672,-36.447679,300
282688,-3.987667,67
282760,-28.265895,300
283136,-30.701805,300
283200,-29.315127,300
284408,-30.407932,300
284744,-38.118365,300
284800,-15.132808,300
285072,-23.163493,300
285088,-21.55957,300
285160,-22.669934,300
285536,-28.478766,300
285600,-12.93085,300
286808,-6.343658,300
287144,-12.542813,300
287200,-15.024798,300
287472,-9.690201,300
287488,-36.796277,300
287560,-34.016443,300
287936,-8.1631,300
288000,-17.027732,300
288960,-3.158895,120
289208,-17.678754,300
289544,-38.340551,300
289600,-17.018228,300
289872,-9.303006,300
289888,-28.9439,300
289960,-11.336578,300
290336,-9.395456,300
290688,-3.030725,44
291360,-16.804829,300
291608,-19.694738,300
291944,-15.510869,300
292000,-11.2095,300
292272,-41.303543,300
292288,-12.456496,300
292360,-14.313879,300
293088,-8.130321,300
293760,-36.098821,300
294008,-11.843274,300
294344,-13.369973,300
294400,-30.361291,300
294672,-11.849217,300
294688,-24.937236,300
294760,-38.058477,300
295488,-40.917603,300
296160,-14.514111,300
296408,-17.540107,300
296744,-15.464302,300
296800,-41.020377,300
297072,-25.653091,300
297088,-11.630933,300
297160,-19.38617,300
297888,-14.630537,300
298560,-18.445847,300
298808,-14.414058,300
299144,-18.736037,300
299200,-24.520488,300
299280,-6.760436,90
299472,-16.622539,300
299488,-20.308596,300
299560,-15.493188,300
300288,-19.91382,300
301208,-21.366972,300
301544,-19.791596,300
301600,-26.967629,300
301680,-10.52802,300
301872,-7.778838,300
301888,-14.98705,300
301960,-16.843101,300
302688,-10.055595,300
303608,-8.032355,300
303944,-7.490123,300
304000,-6.455787,300
304080,-18.823093,300
304272,-11.990919,300
304288,-11.315348,300
304360,-11.906982,300
305088,-15.846086,300
306008,-18.555823,300
306344,-16.790148,300
306400,-17.686869,300
306480,-25.02081,300
306672,-28.419029,300
306688,-18.846045,300
306760,-29.36743,300
307488,-16.388002,300
308408,-27.203852,300
308744,-11.707985,300
308800,-14.980018,300
308880,-10.481349,300
308920,-3.530985,64
309072,-33.448769,300
309088,-39.013037,300
309160,-12.181147,300
309888,-21.750635,300
311144,-6.874366,300
311200,-21.723239,300
311280,-11.430211,300
311320,-11.568943,300
311472,-16.248444,300
311488,-17.337985,300
311560,-31.851156,300
312288,-28.699963,300
313544,-36.514224,300
313600,-12.173427,300
313680,-14.309573,300
313720,-10.335938,300
313872,-33.002558,300
313888,-10.838859,300
313960,-20.899467,300
314688,-34.3691,300
315944,-13.730351,300
316000,-11.410284,300
316080,-16.415821,300
316120,-20.217407,300
316272,-15.401361,300
316288,-19.298304,300
316360,-6.083397,300
317088,-17.810536,300
318344,-44.682234,300
318400,-9.826355,300
318480,-32.417076,300
318520,-9.731303,300
318672,-12.679428,300
318688,-34.753,300
318760,-13.948623,300
319488,-36.902781,300
320744,-39.335807,300
320800,-9.300145,300
320880,-37.339484,300
320920,-32.782903,300
321072,-23.508368,300
321088,-34.915469,300
321160,-28.659064,300
321888,-33.985081,300
323144,-21.995148,300
323200,-25.619964,300
323280,-12.995353,300
323320,-13.362615,300
323472,-23.791384,300
323488,-13.270639,300
323560,-13.499217,300
324288,-44.841347,300
325544,-29.650851,300
325600,-12.067261,300
325680,-33.20459,300
325720,-38.336179,300
325856,1.852273,39
325872,-20.695988,300
325888,-13.785337,300
325960,-18.228678,300
326688,-14.691639,300
328000,-8.871284,300
328080,-42.431878,300
328120,-24.005928,300
328256,-11.673501,300
328272,-19.50716,300
328288,-30.094966,300
328360,-7.30185,300
329088,-5.829593,300
330400,-32.616017,300
330480,-20.72882,300
330520,-9.704264,300
330656,-22.843502,300
330672,-27.616195,300
330688,-24.153219,300
330760,-15.049081,300
331488,-8.971296,300
332800,-29.342895,300
332880,-7.918428,300
332920,-18.237717,300
333056,-24.558797,300
333072,-14.462428,300
333088,-36.077138,300
333160,-19.072956,300
333888,-8.810073,300
335200,-6.791983,300
335280,-29.980746,300
335320,-21.532393,300
335456,-36.119837,300
335472,-21.358062,300
335488,-19.617881,300
335560,-27.023072,300
336288,-14.418268,300
337600,-23.13995,300
337680,-8.780216,300
337720,-20.514879,300
337856,-42.791509,300
337872,-11.479499,300
337888,-18.53377,300
337960,-9.145871,300
338688,-36.566985,300
340000,-15.628351,300
340080,-8.245887,300
340120,-36.900325,300
340256,-21.381709,300
340272,-23.678377,300
340288,-12.260494,300
340360,-11.00239,300
341088,-30.061372,300
342400,-18.593328,300
342480,-17.381203,300
342520,-42.391592,300
342656,-10.506997,300
342672,-10.590513,300
342688,-19.953861,300
342760,-14.00069,300
343112,-4.984084,53
343336,-2.752158,72
343488,-17.836535,300
344800,-13.015998,300
344880,-23.961684,300
344920,-10.013414,300
345056,-16.37751,300
345072,-39.284319,300
345512,-28.465053,300
345736,-15.643788,300
345888,-19.147353,300
347200,-17.687413,300
347280,-33.376421,300
347320,-12.463743,300
347456,-7.372998,300
347472,-13.206855,300
347912,-15.43641,300
348136,-9.584571,300
348288,-22.621144,300
349600,-37.725864,300
349680,-17.504889,300
349720,-14.004143,300
349856,-21.647543,300
349872,-27.569208,300
350312,-15.666385,300
350536,-4.63744,300
350688,-13.099721,300
352000,-35.900453,300
352080,-12.014004,300
352120,-13.256327,300
352256,-13.849302,300
352272,-8.728648,300
352712,-16.813292,300
352936,-33.078562,300
353088,-16.724211,300
354400,-16.739839,300
354480,-12.976982,300
354520,-8.281879,300
354656,-5.818966,300
354672,-27.610309,300
355112,-10.345652,300
355336,-39.764992,300
355488,-19.886569,300
356800,-15.730125,300
356880,-14.32465,300
356920,-13.324423,300
357056,-14.227112,300
357072,-33.226855,300
357512,-22.225283,300
357736,-11.237531,300
357888,-14.786735,300
359200,-13.584539,300
359280,-16.391813,300
359320,-13.683529,300
359456,-15.754415,300
359472,-18.257033,300
359912,-14.307505,300
360136,-10.210691,300
360288,-11.44006,300
361600,-23.79177,300
361680,-12.912467,300
361720,-17.299697,300
361856,-14.789719,300
361872,-16.049416,300
362136,-4.079732,52
362312,-13.240092,300
362536,-19.728375,300
362688,-16.348158,300
364000,-11.475483,300
364080,-8.517252,300
364256,-9.589633,300
364272,-22.412097,300
364536,-45.650499,300
364712,-10.436755,300
364936,-8.786554,300
365088,-32.86635,300
365576,-6.455058,80
366400,-13.486577,300
366480,-7.750767,300
366656,-11.457312,300
366672,-33.499761,300
366936,-10.808749,300
367112,-16.195569,300
367488,-7.757534,300
367976,-8.715262,300
368800,-19.239915,300
368880,-19.545384,300
369056,-11.773147,300
369072,-35.652417,300
369336,-40.08013,300
369512,-14.728641,300
369888,-6.704355,300
370376,-8.305,300
371200,-15.771802,300
371280,-20.108226,300
371456,-18.390595,300
371472,-12.870288,300
371688,-0.806684,29
371736,-15.378674,300
371912,-11.517339,300
372288,-21.845586,300
372776,-7.59064,300
373600,-23.695056,300
373680,-24.573839,300
373872,-13.319415,300
374088,-22.530861,300
374136,-26.610548,300
374312,-32.915105,300
374688,-20.853728,300
375176,-18.654429,300
376000,-14.578324,300
376080,-14.072374,300
